event_id,date,time_utc,datetime_utc,lat,lon,depth,moment_tensor_depth,strike1,dip1,rake1,strike2,dip2,rake2,n_fault_planes,ma,md,ml,mw,scalar_moment,mt_exponent,mt_mrr,mt_mtt,mt_mpp,mt_mrt,mt_mrp,mt_mtp,mt_1,mt_2,mt_3,mt_4,mt_5,mt_6
71672996,2011-10-30,13:25:19.800000,2011-10-30T13:25:19.800000Z,39.61,-120.48,12.44,14.0,55.0,72.0,22.0,318.0,69.0,161.0,2,,3.92,4.05,3.8,6.318e+21,21,1.4264,-6.1754,4.749,0.5441,2.5514,1.3229,1.4264,-6.1754,4.749,0.5441,2.5514,1.3229
71673001,2011-10-30,13:26:43.850000,2011-10-30T13:26:43.850000Z,35.94,-120.03,7.91,8.0,322.0,65.0,111.0,99.0,32.0,52.0,2,,3.56,3.41,3.45,1.855e+21,21,1.2845,-1.0861,-0.1984,-0.4995,1.0117,0.8623,1.2845,-1.0861,-0.1984,-0.4995,1.0117,0.8623
71684771,2011-11-21,09:39:03.790000,2011-11-21T09:39:03.790000Z,38.54,-119.51,5.68,8.0,203.0,50.0,-78.0,5.0,41.0,-104.0,2,,3.56,3.72,3.49,2.144e+21,21,-2.0075,-0.0189,2.0264,0.3822,0.2658,0.5659,-2.0075,-0.0189,2.0264,0.3822,0.2658,0.5659
71693701,2011-12-08,05:19:12.100000,2011-12-08T05:19:12.100000Z,40.41,-125.59,13.62,14.0,275.0,90.0,-168.0,185.0,78.0,0.0,2,,3.57,3.52,4.02,1.351e+22,22,-0.01695,-0.21073,0.22768,0.28501,-0.02258,-1.3022,-0.01695,-0.21073,0.22768,0.28501,-0.02258,-1.3022
71718846,2012-01-17,09:55:00.520000,2012-01-17T09:55:00.520000Z,40.53,-124.78,23.58,24.0,124.0,83.0,-170.0,33.0,80.0,-7.0,2,,3.99,3.67,4.28,3.285e+22,22,-0.5858,-2.6658,3.2516,-0.56161,0.0354,-1.2775,-0.5858,-2.6658,3.2516,-0.56161,0.0354,-1.2775
71717085,2012-01-24,12:11:28.890000,2012-01-24T12:11:28.890000Z,38.97,-122.69,2.58,11.0,337.0,88.0,173.0,67.0,84.0,2.0,2,,3.33,3.39,3.8,6.197e+21,21,0.0641,-4.4991,4.435,-0.1193,0.7104,4.2336,0.0641,-4.4991,4.435,-0.1193,0.7104,4.2336
71720790,2012-01-30,03:56:16.840000,2012-01-30T03:56:16.840000Z,38.83,-122.8,3.1,5.0,47.0,65.0,-60.0,173.0,38.0,-138.0,2,,3.12,2.9,3.31,1.137e+21,21,-0.7599,-0.0927,0.8525,-0.668,-0.2339,0.374,-0.7599,-0.0927,0.8525,-0.668,-0.2339,0.374
71729135,2012-02-13,04:47:12.810000,2012-02-13T04:47:12.810000Z,38.79,-122.74,0.48,1.5,67.0,89.0,-3.0,157.0,87.0,-179.0,2,,3.93,3.93,4.16,2.15e+22,22,-0.87588,-1.1273,2.0032,-0.07777,-0.06202,1.4706,-0.87588,-1.1273,2.0032,-0.07777,-0.06202,1.4706
71734741,2012-02-13,21:07:02.770000,2012-02-13T21:07:02.770000Z,41.14,-123.79,27.36,33.0,215.0,48.0,-75.0,13.0,44.0,-106.0,2,,5.56,4.98,5.6,3.169e+24,24,-2.9902,0.32855,2.6617,0.59691,-0.045763,1.2763,-2.9902,0.32855,2.6617,0.59691,-0.045763,1.2763
71736351,2012-02-16,02:09:14.050000,2012-02-16T02:09:14.050000Z,38.08,-122.23,8.83,8.0,329.0,87.0,170.0,60.0,80.0,3.0,2,,3.49,3.53,3.55,2.613e+21,21,0.1865,-2.3419,2.1555,-0.1301,0.4446,1.2428,0.1865,-2.3419,2.1555,-0.1301,0.4446,1.2428
71736656,2012-02-16,17:13:20.580000,2012-02-16T17:13:20.580000Z,38.08,-122.23,8.25,8.0,55.0,82.0,-10.0,146.0,80.0,-172.0,2,,3.52,3.56,3.54,2.513e+21,21,-0.2154,-2.1835,2.399,-0.502,0.0285,0.8869,-0.2154,-2.1835,2.399,-0.502,0.0285,0.8869
71741671,2012-02-25,05:17:15.500000,2012-02-25T05:17:15.500000Z,40.28,-124.31,19.4,30.0,98.0,85.0,170.0,189.0,80.0,5.0,2,,3.7,3.6,4.28,3.242e+22,22,-0.01582,-0.9331,0.94892,0.5076,-0.39441,-3.0371,-0.01582,-0.9331,0.94892,0.5076,-0.39441,-3.0371
71743876,2012-02-29,05:00:33,2012-02-29T05:00:33Z,41.14,-123.79,30.32,30.0,345.0,75.0,-72.0,113.0,23.0,-140.0,2,,3.62,3.46,3.73,4.973e+21,21,-1.9182,0.1374,1.7808,1.1036,-3.9364,-2.3276,-1.9182,0.1374,1.7808,1.1036,-3.9364,-2.3276
71744551,2012-03-01,16:31:08.650000,2012-03-01T16:31:08.650000Z,36.64,-121.25,5.81,5.0,45.0,89.0,-30.0,136.0,60.0,-179.0,2,,3.2,3.04,3.15,6.644e+20,20,-0.252,-5.622,5.874,-2.326,-2.379,0.087,-0.252,-5.622,5.874,-2.326,-2.379,0.087
71744566,2012-03-01,17:15:33.750000,2012-03-01T17:15:33.750000Z,36.64,-121.25,5.96,5.0,139.0,83.0,156.0,232.0,66.0,7.0,2,,3.55,3.53,3.42,1.692e+21,21,0.0306,-1.5185,1.4879,0.2529,-0.6992,0.2675,0.0306,-1.5185,1.4879,0.2529,-0.6992,0.2675
71746766,2012-03-05,13:33:20.450000,2012-03-05T13:33:20.450000Z,37.93,-122.31,8.09,8.0,147.0,83.0,-170.0,56.0,81.0,-7.0,2,,4.11,4.24,3.99,1.185e+22,22,-0.04939,-1.0413,1.0907,-0.21813,0.08583,0.45825,-0.04939,-1.0413,1.0907,-0.21813,0.08583,0.45825
71747540,2012-03-14,06:30:20.990000,2012-03-14T06:30:20.990000Z,39.02,-122.58,3.93,5.0,68.0,76.0,-34.0,167.0,57.0,-164.0,2,,3.06,2.96,3.4,1.589e+21,21,-0.5887,-0.4546,1.0434,-0.6619,-0.2107,1.1535,-0.5887,-0.4546,1.0434,-0.6619,-0.2107,1.1535
71749275,2012-03-17,23:21:22.650000,2012-03-17T23:21:22.650000Z,38.83,-122.77,0.55,1.5,166.0,52.0,-115.0,23.0,45.0,-62.0,2,,2.97,2.89,3.08,5.118e+20,20,-4.432,-0.716,5.148,-1.473,0.742,0.431,-4.432,-0.716,5.148,-1.473,0.742,0.431
71749970,2012-03-19,09:50:22.440000,2012-03-19T09:50:22.440000Z,40.41,-124.59,22.41,21.0,320.0,85.0,-168.0,229.0,78.0,-5.0,2,,3.26,3.24,3.61,3.189e+21,21,0.1134,-3.1245,3.0111,0.7088,-0.2838,0.4638,0.1134,-3.1245,3.0111,0.7088,-0.2838,0.4638
71750455,2012-03-20,02:17:45.450000,2012-03-20T02:17:45.450000Z,38.41,-118.71,-2.04,3.5,62.0,79.0,-17.0,155.0,73.0,-169.0,2,,3.68,3.77,3.76,5.38e+21,21,-1.4425,-3.3901,4.8326,-1.3273,-0.0984,3.0851,-1.4425,-3.3901,4.8326,-1.3273,-0.0984,3.0851
71759475,2012-04-06,03:16:20.010000,2012-04-06T03:16:20.010000Z,36.56,-121.12,5.58,5.0,279.0,85.0,45.0,185.0,45.0,174.0,2,,3.89,3.82,3.69,4.207e+21,21,0.4532,0.5012,-0.9545,-2.9564,0.1715,2.8726,0.4532,0.5012,-0.9545,-2.9564,0.1715,2.8726
71764230,2012-04-13,22:18:54.270000,2012-04-13T22:18:54.270000Z,36.89,-121.63,6.76,8.0,314.0,78.0,-152.0,218.0,63.0,-13.0,2,,3.41,3.22,3.48,2.097e+21,21,-0.4006,-1.6116,2.0123,0.8998,-0.3601,-0.2307,-0.4006,-1.6116,2.0123,0.8998,-0.3601,-0.2307
71766345,2012-04-17,20:31:35.110000,2012-04-17T20:31:35.110000Z,40.97,-124.42,19.02,21.0,246.0,83.0,10.0,155.0,80.0,173.0,2,,3.62,3.51,4.15,2.102e+22,22,-0.21824,-1.4219,1.6401,-0.23901,-0.48374,1.3537,-0.21824,-1.4219,1.6401,-0.23901,-0.48374,1.3537
71768555,2012-04-21,15:19:10.290000,2012-04-21T15:19:10.290000Z,36.78,-121.5,6.23,8.0,44.0,87.0,-22.0,135.0,68.0,-177.0,2,,3.05,3.2,3.08,5.217e+20,20,-0.113,-4.778,4.891,-1.564,-1.177,-0.128,-0.113,-4.778,4.891,-1.564,-1.177,-0.128
71771805,2012-04-27,08:38:37.570000,2012-04-27T08:38:37.570000Z,40.38,-124.99,9.75,8.0,108.0,88.0,-172.0,18.0,82.0,-2.0,2,,3.55,3.5,3.83,6.818e+21,21,-1.477,-3.1745,4.6515,-0.7887,0.2597,-5.514,-1.477,-3.1745,4.6515,-0.7887,0.2597,-5.514
71776130,2012-05-05,09:23:23.060000,2012-05-05T09:23:23.060000Z,38.8,-122.76,1.83,3.5,143.0,87.0,-167.0,52.0,77.0,-3.0,2,,3.95,4.04,4.25,2.992e+22,22,-0.67229,-2.4921,3.1644,-0.31485,0.53249,0.7445,-0.67229,-2.4921,3.1644,-0.31485,0.53249,0.7445
71062589,2012-05-05,09:24:34.330000,2012-05-05T09:24:34.330000Z,38.8,-122.78,-0.09,1.5,8.0,77.0,-161.0,274.0,72.0,-14.0,2,,3.4,,3.34,1.287e+21,21,-0.3088,0.3899,-0.0811,0.1639,-0.3467,1.1833,-0.3088,0.3899,-0.0811,0.1639,-0.3467,1.1833
71784801,2012-05-13,12:38:52.010000,2012-05-13T12:38:52.010000Z,38.79,-122.78,2.85,8.0,169.0,82.0,164.0,262.0,74.0,8.0,2,,3.35,3.47,3.9,8.86e+21,21,0.5005,-3.0356,2.535,-0.8111,-2.5888,7.9515,0.5005,-3.0356,2.535,-0.8111,-2.5888,7.9515
71785981,2012-05-15,10:19:33.410000,2012-05-15T10:19:33.410000Z,40.39,-125.42,24.07,24.0,93.0,81.0,168.0,185.0,78.0,9.0,2,,3.6,3.47,4.08,1.638e+22,22,0.23107,-0.32165,0.09058,0.29775,-0.21284,-1.5756,0.23107,-0.32165,0.09058,0.29775,-0.21284,-1.5756
71795731,2012-06-03,17:31:37,2012-06-03T17:31:37Z,37.26,-121.64,8.09,11.0,235.0,84.0,-9.0,326.0,81.0,-174.0,2,,3.45,3.53,3.52,2.39e+21,21,0.0529,-2.2106,2.1578,0.4769,-0.0243,0.8508,0.0529,-2.2106,2.1578,0.4769,-0.0243,0.8508
71799216,2012-06-10,06:55:50.270000,2012-06-10T06:55:50.270000Z,40.99,-124.83,24.09,24.0,36.0,89.0,-7.0,126.0,83.0,-179.0,2,,3.31,3.4,3.55,2.649e+21,21,0.5803,-2.7815,2.2013,-0.3341,-0.1925,-0.8264,0.5803,-2.7815,2.2013,-0.3341,-0.1925,-0.8264
71799561,2012-06-11,04:20:26.530000,2012-06-11T04:20:26.530000Z,38.09,-119.14,5.3,8.0,328.0,88.0,-164.0,237.0,74.0,-2.0,2,,3.27,3.36,3.16,6.923e+20,20,0.737,-6.333,5.596,1.642,-1.331,2.873,0.737,-6.333,5.596,1.642,-1.331,2.873
71800566,2012-06-13,13:25:03.460000,2012-06-13T13:25:03.460000Z,40.87,-123.47,22.31,18.0,49.0,74.0,-64.0,169.0,30.0,-146.0,2,,3.35,3.26,3.4,1.552e+21,21,-0.7515,-0.2258,0.9773,-0.9931,-0.6407,0.4759,-0.7515,-0.2258,0.9773,-0.9931,-0.6407,0.4759
71805066,2012-06-23,03:51:57.850000,2012-06-23T03:51:57.850000Z,39.32,-119.99,1.7,8.0,188.0,86.0,-25.0,280.0,65.0,-176.0,2,,4.04,4.27,4.05,1.497e+22,22,-0.25502,-0.32355,0.57857,0.05095,0.59667,-1.2922,-0.25502,-0.32355,0.57857,0.05095,0.59667,-1.2922
71806256,2012-06-25,08:13:40.550000,2012-06-25T08:13:40.550000Z,37.26,-121.64,7.35,8.0,326.0,89.0,-164.0,236.0,74.0,-1.0,2,,3.25,3.34,3.28,1.027e+21,21,0.0799,-0.9527,0.8728,0.2107,-0.2073,0.3716,0.0799,-0.9527,0.8728,0.2107,-0.2073,0.3716
71806361,2012-06-25,13:24:32.710000,2012-06-25T13:24:32.710000Z,39.46,-123.32,7.99,8.0,80.0,76.0,38.0,339.0,53.0,163.0,2,,3.22,3.24,3.47,1.991e+21,21,0.6113,-1.15,0.5387,0.9872,0.4818,1.3312,0.6113,-1.15,0.5387,0.9872,0.4818,1.3312
71804195,2012-06-30,01:53:55.960000,2012-06-30T01:53:55.960000Z,40.74,-125.15,23.51,14.0,49.0,82.0,20.0,316.0,71.0,171.0,2,,3.71,3.67,3.97,1.137e+22,22,0.19391,-1.1645,0.97057,0.18977,0.30475,0.07111,0.19391,-1.1645,0.97057,0.18977,0.30475,0.07111
71804865,2012-07-01,10:05:52.980000,2012-07-01T10:05:52.980000Z,39.78,-123.35,9.57,11.0,305.0,80.0,164.0,38.0,74.0,10.0,2,,3.32,3.22,3.56,2.742e+21,21,0.3471,-2.6726,2.3256,-0.3324,0.7489,-0.7191,0.3471,-2.6726,2.3256,-0.3324,0.7489,-0.7191
71812891,2012-07-08,12:05:48.510000,2012-07-08T12:05:48.510000Z,39.48,-123.8,7.47,8.0,334.0,81.0,-130.0,233.0,41.0,-14.0,2,,3.96,4.14,4.42,5.378e+22,22,-1.382,-2.655,4.037,1.7199,-3.4097,1.4371,-1.382,-2.655,4.037,1.7199,-3.4097,1.4371
71813266,2012-07-09,00:01:18.140000,2012-07-09T00:01:18.140000Z,38.82,-122.8,2.99,3.5,25.0,66.0,-79.0,179.0,27.0,-113.0,2,,3.72,3.52,3.83,6.852e+21,21,-3.4552,-2.7536,6.2087,-1.5085,-4.127,2.786,-3.4552,-2.7536,6.2087,-1.5085,-4.127,2.786
71815561,2012-07-12,10:39:07.520000,2012-07-12T10:39:07.520000Z,40.75,-123.68,29.49,30.0,310.0,88.0,-162.0,219.0,72.0,-2.0,2,,3.93,3.68,3.99,1.183e+22,22,0.00522,-1.1069,1.1016,0.32222,-0.1898,-0.20518,0.00522,-1.1069,1.1016,0.32222,-0.1898,-0.20518
71818621,2012-07-19,07:59:00.570000,2012-07-19T07:59:00.570000Z,36.49,-120.74,10.14,5.0,279.0,68.0,57.0,158.0,39.0,143.0,2,,3.39,3.32,3.32,1.202e+21,21,0.6862,-0.5541,-0.1321,-0.7228,-0.0508,0.732,0.6862,-0.5541,-0.1321,-0.7228,-0.0508,0.732
71819391,2012-07-21,01:52:01.690000,2012-07-21T01:52:01.690000Z,40.39,-125.53,24.63,18.0,94.0,86.0,160.0,186.0,70.0,5.0,2,,5.03,4.58,5.1,5.598e+23,23,0.60581,-1.2312,0.62536,1.8269,-0.35162,-5.1819,0.60581,-1.2312,0.62536,1.8269,-0.35162,-5.1819
71819471,2012-07-21,06:04:21.250000,2012-07-21T06:04:21.250000Z,40.41,-125.33,5.87,5.0,184.0,89.0,8.0,93.0,82.0,179.0,2,,4.72,4.48,5.19,7.6e+23,23,-0.91941,-0.48777,1.4072,0.30151,-1.0836,-7.4635,-0.91941,-0.48777,1.4072,0.30151,-1.0836,-7.4635
71820431,2012-07-23,08:57:44.770000,2012-07-23T08:57:44.770000Z,40.39,-125.38,26.58,27.0,274.0,88.0,170.0,5.0,80.0,2.0,2,,3.24,3.22,3.49,2.105e+21,21,0.0945,-0.382,0.2875,-0.3545,0.0636,-2.0464,0.0945,-0.382,0.2875,-0.3545,0.0636,-2.0464
71826151,2012-08-03,18:30:01.130000,2012-08-03T18:30:01.130000Z,38.78,-122.72,1.27,1.5,199.0,60.0,-65.0,336.0,39.0,-126.0,2,,3.16,3.08,3.25,9.281e+20,20,-7.480999,-0.876,8.356,3.569,3.191,-0.453,-7.480999,-0.876,8.356,3.569,3.191,-0.453
71827401,2012-08-06,07:35:49.120000,2012-08-06T07:35:49.120000Z,35.95,-120.5,11.0,11.0,231.0,90.0,12.0,141.0,78.0,180.0,2,,4.77,4.58,4.45,5.936e+22,22,-0.30368,-5.5224,5.8261,-0.89576,-0.90282,1.1979,-0.30368,-5.5224,5.8261,-0.89576,-0.90282,1.1979
71828881,2012-08-09,15:24:26.710000,2012-08-09T15:24:26.710000Z,40.76,-125.2,24.56,27.0,117.0,82.0,153.0,211.0,63.0,9.0,2,,4.26,4.1,4.38,4.69e+22,22,0.64108,-3.8714,3.2303,1.5715,-1.3652,-2.1797,0.64108,-3.8714,3.2303,1.5715,-1.3652,-2.1797
71834635,2012-08-29,13:01:49.520000,2012-08-29T13:01:49.520000Z,36.02,-118.39,1.81,8.0,346.0,74.0,-110.0,219.0,25.0,-40.0,2,,3.45,3.49,3.38,1.485e+21,21,-0.7329,-0.1904,0.9233,0.4103,-1.1225,0.2544,-0.7329,-0.1904,0.9233,0.4103,-1.1225,0.2544
71835625,2012-08-31,21:44:07.910000,2012-08-31T21:44:07.910000Z,35.99,-120.56,3.41,5.0,47.0,84.0,-20.0,139.0,70.0,-173.0,2,,3.32,3.22,3.32,1.2e+21,21,-0.2867,-0.9802,1.2669,-0.2779,-0.2485,0.1433,-0.2867,-0.9802,1.2669,-0.2779,-0.2485,0.1433
71839165,2012-09-07,13:22:10.380000,2012-09-07T13:22:10.380000Z,36.12,-120.06,14.35,8.0,309.0,57.0,81.0,146.0,34.0,104.0,2,,3.98,3.82,3.68,4.056e+21,21,3.6496,-1.6626,-1.987,-1.4768,0.7641,1.9156,3.6496,-1.6626,-1.987,-1.4768,0.7641,1.9156
71839170,2012-09-07,13:23:48.140000,2012-09-07T13:23:48.140000Z,36.12,-120.0,10.01,5.0,297.0,59.0,72.0,150.0,35.0,118.0,2,,4.34,4.16,4.06,1.545e+22,22,1.2706,-0.67219,-0.59842,-0.73269,0.1167,0.79014,1.2706,-0.67219,-0.59842,-0.73269,0.1167,0.79014
71840890,2012-09-11,16:44:33.490000,2012-09-11T16:44:33.490000Z,38.79,-123.58,10.01,8.0,120.0,58.0,110.0,266.0,37.0,62.0,2,,3.04,2.95,3.12,6.041e+20,20,5.225,-5.288,0.063,1.519,-2.22,1.286,5.225,-5.288,0.063,1.519,-2.22,1.286
71842075,2012-09-14,11:53:17.520000,2012-09-14T11:53:17.520000Z,40.44,-124.19,26.94,24.0,50.0,83.0,-10.0,141.0,80.0,-173.0,2,,4.34,4.14,4.43,5.438e+22,22,-0.47259,-4.9682,5.4408,-1.0929,-0.11673,1.0756,-0.47259,-4.9682,5.4408,-1.0929,-0.11673,1.0756
71842080,2012-09-14,11:57:21.020000,2012-09-14T11:57:21.020000Z,40.44,-124.16,24.75,24.0,323.0,89.0,177.0,53.0,87.0,1.0,2,,3.05,2.89,3.36,1.375e+21,21,-0.2834,-1.1759,1.4593,-0.0206,0.0928,0.3814,-0.2834,-1.1759,1.4593,-0.0206,0.0928,0.3814
71842255,2012-09-14,18:19:50.930000,2012-09-14T18:19:50.930000Z,40.44,-124.16,26.5,24.0,325.0,84.0,-170.0,235.0,80.0,-6.0,2,,3.65,3.47,3.96,1.078e+22,22,-0.0278,-0.9802,1.008,0.18677,-0.08619,0.36165,-0.0278,-0.9802,1.008,0.18677,-0.08619,0.36165
71842260,2012-09-14,18:21:59.190000,2012-09-14T18:21:59.190000Z,40.44,-124.17,25.23,24.0,239.0,83.0,-16.0,331.0,74.0,-172.0,2,,3.16,3.09,3.46,1.905e+21,21,-0.236,-1.4489,1.6849,0.5123,0.0819,0.9336,-0.236,-1.4489,1.6849,0.5123,0.0819,0.9336
71843215,2012-09-16,18:53:02.680000,2012-09-16T18:53:02.680000Z,38.79,-122.77,2.41,5.0,128.0,65.0,-149.0,24.0,62.0,-28.0,2,,3.17,3.14,3.43,1.739e+21,21,-0.7203,-0.8955,1.6159,-0.7702,-0.1234,-0.6752,-0.7203,-0.8955,1.6159,-0.7702,-0.1234,-0.6752
71843220,2012-09-16,18:54:00.580000,2012-09-16T18:54:00.580000Z,38.81,-122.81,0.04,1.5,334.0,71.0,-148.0,232.0,60.0,-22.0,2,,2.84,,2.88,2.63e+20,20,-0.969,-1.519,2.488,0.97,-0.654,0.933,-0.969,-1.519,2.488,0.97,-0.654,0.933
71845790,2012-09-22,02:55:24.710000,2012-09-22T02:55:24.710000Z,40.46,-124.45,25.62,24.0,114.0,87.0,-174.0,24.0,84.0,-3.0,2,,3.27,3.29,3.51,2.302e+21,21,-0.1932,-1.6038,1.797,-0.2231,0.015,-1.5344,-0.1932,-1.6038,1.797,-0.2231,0.015,-1.5344
71847715,2012-09-25,15:15:09.890000,2012-09-25T15:15:09.890000Z,39.17,-123.17,10.84,8.0,60.0,87.0,20.0,328.0,70.0,177.0,2,,3.98,3.96,4.51,7.362e+22,22,0.79732,-6.5327,5.7354,2.1331,1.3042,3.189,0.79732,-6.5327,5.7354,2.1331,1.3042,3.189
71848175,2012-09-26,05:53:34,2012-09-26T05:53:34Z,41.08,-125.28,25.27,14.0,283.0,87.0,-157.0,192.0,67.0,-3.0,2,,3.42,3.44,3.84,7.08e+21,21,0.0618,-2.8184,2.7565,2.8452,-0.1342,-5.862,0.0618,-2.8184,2.7565,2.8452,-0.1342,-5.862
71855125,2012-10-08,16:09:31.760000,2012-10-08T16:09:31.760000Z,38.24,-122.17,9.39,11.0,59.0,86.0,-10.0,149.0,80.0,-176.0,2,,3.08,3.03,3.25,9.359e+20,20,-0.477,-7.895,8.372,-1.666,-0.438,4.285,-0.477,-7.895,8.372,-1.666,-0.438,4.285
71859625,2012-10-14,16:53:07.420000,2012-10-14T16:53:07.420000Z,40.65,-125.27,23.09,5.0,125.0,73.0,-144.0,23.0,56.0,-21.0,2,,3.62,3.57,4.0,1.262e+22,22,-0.41438,-0.64506,1.0594,-0.66346,0.11064,-0.53309,-0.41438,-0.64506,1.0594,-0.66346,0.11064,-0.53309
71862520,2012-10-19,17:44:45.910000,2012-10-19T17:44:45.910000Z,36.47,-121.04,7.92,8.0,78.0,89.0,-10.0,168.0,80.0,-179.0,2,,3.58,3.65,3.41,1.634e+21,21,0.0748,-0.6855,0.6107,-0.3001,-0.003,1.4708,0.0748,-0.6855,0.6107,-0.3001,-0.003,1.4708
71863625,2012-10-21,06:55:09.510000,2012-10-21T06:55:09.510000Z,36.31,-120.86,8.62,8.0,332.0,90.0,159.0,62.0,69.0,0.0,2,,5.57,5.28,5.29,1.077e+24,24,0.023164,-0.83568,0.81251,-0.18715,0.33329,0.57822,0.023164,-0.83568,0.81251,-0.18715,0.33329,0.57822
71863730,2012-10-21,07:37:47.420000,2012-10-21T07:37:47.420000Z,36.31,-120.85,9.6,8.0,112.0,61.0,87.0,297.0,29.0,95.0,2,,3.63,3.65,3.58,2.913e+21,21,1.8714,-2.3438,0.4724,1.4405,-0.5911,1.5798,1.8714,-2.3438,0.4724,1.4405,-0.5911,1.5798
71864295,2012-10-21,20:40:08.400000,2012-10-21T20:40:08.400000Z,40.9,-123.93,21.25,27.0,211.0,48.0,-99.0,44.0,43.0,-81.0,2,,3.37,3.24,3.55,2.666e+21,21,-2.691,1.0238,1.6672,-0.1055,0.3839,1.1959,-2.691,1.0238,1.6672,-0.1055,0.3839,1.1959
71865635,2012-10-23,07:45:52.110000,2012-10-23T07:45:52.110000Z,40.3,-124.53,8.25,11.0,97.0,87.0,-173.0,6.0,83.0,-3.0,2,,3.22,3.25,3.69,4.315e+21,21,-0.2287,-0.8637,1.0924,-0.5027,-0.1472,-4.1681,-0.2287,-0.8637,1.0924,-0.5027,-0.1472,-4.1681
71870540,2012-10-29,04:25:16.260000,2012-10-29T04:25:16.260000Z,36.59,-121.2,8.35,8.0,136.0,84.0,-168.0,45.0,78.0,-6.0,2,,4.08,4.18,3.94,1.006e+22,22,-0.00738,-0.97383,0.98121,-0.22624,0.08042,0.02022,-0.00738,-0.97383,0.98121,-0.22624,0.08042,0.02022
71872340,2012-10-31,09:52:57.890000,2012-10-31T09:52:57.890000Z,37.09,-121.5,7.56,8.0,65.0,89.0,10.0,334.0,80.0,179.0,2,,3.2,3.29,3.22,8.335e+20,20,0.736,-6.756,6.02,1.234,0.57,5.176,0.736,-6.756,6.02,1.234,0.57,5.176
71872550,2012-10-31,15:29:52.780000,2012-10-31T15:29:52.780000Z,40.97,-123.7,11.48,11.0,330.0,62.0,108.0,114.0,33.0,59.0,2,,3.09,3.18,3.21,8.017e+20,20,6.161,-3.455,-2.706,-1.284,4.275,3.972,6.161,-3.455,-2.706,-1.284,4.275,3.972
71873180,2012-11-01,14:34:17.990000,2012-11-01T14:34:17.990000Z,36.81,-121.55,5.9,8.0,47.0,84.0,-33.0,141.0,57.0,-173.0,2,,3.33,3.41,3.33,1.24e+21,21,-0.1486,-0.949,1.0976,-0.5577,-0.3789,0.1433,-0.1486,-0.949,1.0976,-0.5577,-0.3789,0.1433
71881720,2012-11-13,13:40:05.460000,2012-11-13T13:40:05.460000Z,39.05,-123.09,2.36,5.0,68.0,77.0,28.0,331.0,63.0,165.0,2,,2.92,3.1,3.32,1.176e+21,21,0.3554,-1.0098,0.6543,0.3688,0.2897,0.6327,0.3554,-1.0098,0.6543,0.3688,0.2897,0.6327
71888646,2012-11-18,06:53:04.400000,2012-11-18T06:53:04.400000Z,40.66,-125.36,22.86,5.0,19.0,68.0,-47.0,131.0,48.0,-149.0,2,,3.42,3.37,3.72,4.693e+21,21,-2.427,-1.7512,4.1782,-1.6016,-1.9263,-1.6414,-2.427,-1.7512,4.1782,-1.6016,-1.9263,-1.6414
71892301,2012-11-24,08:10:18.640000,2012-11-24T08:10:18.640000Z,38.81,-122.79,3.15,3.5,39.0,50.0,-64.0,182.0,47.0,-117.0,2,,2.96,3.0,3.28,1.052e+21,21,-0.9073,-0.0263,0.9336,-0.2923,0.0518,0.4183,-0.9073,-0.0263,0.9336,-0.2923,0.0518,0.4183
71892581,2012-11-24,15:44:35.330000,2012-11-24T15:44:35.330000Z,36.62,-121.22,5.75,5.0,232.0,76.0,17.0,138.0,74.0,165.0,2,,3.44,3.35,3.33,1.243e+21,21,0.1661,-1.2217,1.0556,-0.0621,-0.4283,0.199,0.1661,-1.2217,1.0556,-0.0621,-0.4283,0.199
71903411,2012-12-12,15:49:50.010000,2012-12-12T15:49:50.010000Z,40.29,-124.5,19.72,18.0,191.0,79.0,39.0,93.0,52.0,167.0,2,,3.26,3.2,3.52,2.365e+21,21,0.7757,-0.6856,-0.0901,-0.3784,-1.2419,-1.9186,0.7757,-0.6856,-0.0901,-0.3784,-1.2419,-1.9186
71903911,2012-12-13,05:17:22.810000,2012-12-13T05:17:22.810000Z,38.82,-122.8,3.41,5.0,18.0,72.0,-108.0,245.0,26.0,-46.0,2,,3.24,3.36,3.7,4.428e+21,21,-2.1179,0.404,1.7139,-1.0537,-3.1783,2.3147,-2.1179,0.404,1.7139,-1.0537,-3.1783,2.3147
71906161,2012-12-17,00:03:27.490000,2012-12-17T00:03:27.490000Z,38.79,-122.76,1.36,1.5,150.0,83.0,-165.0,58.0,75.0,-7.0,2,,2.98,2.99,3.09,5.33e+20,20,-0.943,-4.106,5.048,-0.912,0.914,2.345,-0.943,-4.106,5.048,-0.912,0.914,2.345
71907486,2012-12-19,12:02:23.790000,2012-12-19T12:02:23.790000Z,40.28,-124.36,18.94,18.0,193.0,84.0,6.0,102.0,84.0,174.0,2,,3.49,3.43,3.79,6.023e+21,21,-0.1847,-2.4139,2.5986,0.4697,-0.8006,-5.4023,-0.1847,-2.4139,2.5986,0.4697,-0.8006,-5.4023
71909141,2012-12-23,10:02:45.150000,2012-12-23T10:02:45.150000Z,35.64,-120.94,5.19,8.0,82.0,89.0,-12.0,172.0,78.0,-179.0,2,,3.88,3.86,3.74,5.012e+21,21,-0.5451,-1.0269,1.572,-1.007,-0.2628,4.7287,-0.5451,-1.0269,1.572,-1.007,-0.2628,4.7287
